,LSOA11CD,LSOA11NM,Com Inst,Dom Inst,Com Cap,Dom Cap,MDI,Inc score,Population,Old pct,Child pct,WorkAg pct,Old Pop,WA Pop,Child Pop,Area (hc),Pop Dens,Cap/Pop Co,Cap/Pop Do,Other ren,Priv Ren,Soc Ren,Owned,OwnedOut,HH Det,HH Semi,HH Bung,HH Annex,HH Terr,HH Other,HH Flat,HH Unk,HH Total,Inc rank,N meters,Tot cons,Avg cons,Med cons,avg SAP,Pct Inact,Pct 4+,Pct AB,MSOA code,MSOA spill,WWW Score,Avg Build,geometry,MDI (b),Pot Cap,Pot Saving,Existing Cap,Pot Add C,Pct Cap
12197,E01014488,Bristol 023C,0,36,0.0,85.69,23.618,9001,1936,0.113119835,0.154958678,0.731921488,219.00000056,1417.000000768,300.000000608,18.81,102.92397660818715,0.0,0.044261363636364,5.0,240.0,173.0,223.0,153.0,0.023809523809524,0.023809523809524,0.0,0.0,0.55952380952381,0.0,0.369047619047619,0.023809523809524,840.0,0.167,886,2602906.238,2937.817424,2333.0,0.56717094,0.094795539033457,0.595628415300546,0.387140902872777,E02003034,59,1,1923.141119,"POLYGON ((359632.58 174806.408, 359634.191 174807.401, 359648.115 174815.988, 359653 174819, 359672 174830, 359673.927 174831.156, 359692 174842, 359701 174845, 359704 174847, 359729.222 174861.753, 359757 174878, 359757.017 174877.816, 359759.399 174852.212, 359759.437 174851.799, 359759.747 174848.47, 359761 174835, 359763.987 174826.04, 359764 174826, 359761.369 174823.303, 359759.618 174821.509, 359725.025 174786.051, 359724 174785, 359723 174783, 359722 174779, 359728 174740, 359729.982 174728.11, 359732 174716, 359732.589 174711.285, 359733 174708, 359732.096 174706.493, 359730 174703, 359731.538 174702.282, 359738.737 174698.922, 359742.882 174696.988, 359743.095 174697.261, 359749.349 174705.262, 359750.348 174704.189, 359751.331 174703.134, 359753.897 174699.031, 359754.678 174697.783, 359758.679 174692.677, 359759.605 174691.495, 359761.475 174689.625, 359761.987 174689.113, 359765.214 174687.107, 359765.37 174687.01, 359799.892 174705.007, 359801.643 174705.92, 359808 174686, 359814.858 174662.759, 359814.879 174662.687, 359818.612 174650.036, 359819.692 174646.377, 359820.04 174645.198, 359822.122 174638.143, 359826 174625, 359826.874 174621.971, 359836.39 174588.982, 359841 174573, 359840.338 174572.567, 359841.182 174570.546, 359841.209 174570.481, 359842.793 174565.681, 359843.446 174565.663, 359844 174564, 359843.836 174562.524, 359844.673 174559.99, 359844.971 174560.119, 359846 174556, 359849 174553, 359849.599 174552.601, 359852 174551, 359855 174549, 359856 174549, 359858 174548, 359861 174549, 359872 174554, 359872.449 174554.23, 359883.252 174559.763, 359885.198 174560.76, 359888.323 174562.361, 359893.994 174565.265, 359898.801 174567.728, 359901.858 174569.294, 359908.828 174572.864, 359910.437 174573.687, 359913 174575, 359915.921 174576.947, 359920.649 174580.099, 359922 174581, 359924.492 174583.492, 359930.136 174589.136, 359930.303 174589.304, 359930.778 174589.778, 359933.954 174591.684, 359934.658 174592.107, 359937.052 174593.543, 359937.547 174593.84, 359940 174592, 359940.577 174591.808, 359949.38 174588.873, 359955 174587, 359960 174585, 359963.999 174585, 359967 174585, 359974.482 174587.721, 359977.694 174578.201, 359983.024 174572.012, 360014.128 174535.89, 360014.638 174535.936, 360016.014 174536.06, 360017.344 174536.125, 360019.558 174536.233, 360021.59 174536.332, 360022.812 174536.679, 360026.794 174537.807, 360029.358 174538.389, 360029.4 174538.399, 360030.648 174538.63, 360037.422 174540.297, 360040.612 174541.082, 360041.469 174541.343, 360044 174541.864, 360047.665 174542.618, 360049.217 174542.937, 360053.155 174543.372, 360059.558 174544.08, 360059.593 174544.085, 360060.566 174544.246, 360063.23 174544.569, 360069.958 174545.385, 360070.178 174545.411, 360070.797 174545.486, 360074.587 174545.184, 360074.58 174544.903, 360074.409 174538.145, 360074.489 174532.481, 360074.563 174527.208, 360079.592 174499.415, 360082.673 174482.393, 360082.532 174481.5, 360081.873 174477.326, 360081.108 174475.5, 360079.979 174472.802, 360079.647 174472.01, 360078 174469.648, 360077.965 174469.598, 360076.643 174468.269, 360069.414 174461, 360068.914 174460.497, 360068.67 174460.295, 360067.63 174459.644, 360064.073 174457.419, 360060.71 174455.316, 360060.416 174454.004, 360060.267 174453.341, 360059.749 174451.724, 360059.22 174450.5, 360058.97 174449.921, 360057.091 174445.577, 360056.984 174445.33, 360038.361 174448.743, 360036.244 174449.13, 360035.524 174449.262, 360034.953 174449.667, 360027.611 174454.876, 360024.499 174455.06, 360023.679 174455.109, 360022.528 174454.943, 360012.329 174453.478, 360011.243 174453.004, 360007.263 174451.269, 360006.398 174450.892, 360002.937 174449.382, 360003.024 174448.251, 360003.266 174445.1, 360003.777 174437.826, 359985.656 174431.785, 359984.132 174431.651, 359978.635 174431.165, 359978.374 174430.067, 359975.846 174419.451, 359975.535 174419.161, 359975.233 174419.168, 359951.678 174419.769, 359951.542 174419.194, 359951.247 174417.95, 359948.27 174405.19, 359947.634 174405.034, 359933.475 174401.543, 359933.024 174401.432, 359922.949 174400.967, 359922.353 174401.747, 359921.888 174401.76, 359921.412 174401.774, 359889.158 174402.705, 359889.098 174402.707, 359888.619 174405, 359887.367 174410.997, 359887.589 174413, 359888.256 174419, 359888.284 174419.25, 359892.753 174433.918, 359890 174433, 359885 174430, 359883.69 174435.894, 359883 174439, 359881.852 174448.754, 359881.148 174454.742, 359881 174456, 359880 174459, 359879.541 174460.223, 359877 174467, 359875.316 174470.73, 359835.372 174473.107, 359834.488 174473.16, 359835 174477, 359833.428 174477.37, 359833.208 174479.193, 359822.561 174479.927, 359807.963 174480.933, 359807 174481, 359805 174481, 359803.057 174480.515, 359801.069 174480.017, 359800.218 174479.304, 359797.384 174476.933, 359804.395 174464.756, 359801.702 174454.59, 359798.496 174449.812, 359795.627 174442.316, 359794.942 174439.405, 359793.083 174438.206, 359785.81 174431.999, 359781.427 174425.821, 359779.082 174423.317, 359777.454 174421.188, 359776.446 174419.614, 359774.069 174416.484, 359772.671 174414.236, 359770.804 174411.233, 359770.541 174410.735, 359765.791 174404.182, 359765.502 174403.829, 359762.95 174400.234, 359762.587 174399.782, 359761.188 174397.795, 359760.205 174396.193, 359757.394 174392.216, 359752.723 174393.494, 359736.846 174395.748, 359711.688 174395.534, 359708.267 174395.505, 359706.079 174395.653, 359704.027 174395.949, 359700.857 174396.405, 359700.718 174396.351, 359696.496 174394.717, 359696.05 174393.691, 359692.505 174385.538, 359691.243 174382.635, 359688.748 174376.897, 359688.704 174376.884, 359685.676 174376.059, 359685.458 174376, 359685.263 174375.946, 359683.523 174375.473, 359678.336 174374.057, 359675.296 174373.228, 359658.922 174368.763, 359650.518 174365.612, 359648.169 174364.731, 359650.138 174360.628, 359652.59 174355.522, 359653.302 174354.038, 359650.878 174358.458, 359647.874 174363.937, 359644 174371, 359640.122 174377.462, 359635 174385.999, 359628.089 174397.518, 359626 174401, 359608 174428, 359605.051 174425.762, 359604.571 174425.398, 359590.176 174414.478, 359589.402 174413.891, 359579 174406, 359576.849 174404.566, 359572.729 174401.819, 359571.071 174400.714, 359566.515 174397.677, 359552.938 174388.625, 359552 174388, 359538 174406, 359536.769 174407.758, 359524.057 174425.918, 359524 174426, 359523.728 174425.875, 359523.268 174425.665, 359523.159 174425.801, 359522.139 174425.668, 359521.294 174424.76, 359517.637 174423.084, 359510.984 174420.035, 359507.526 174418.45, 359504.952 174417.27, 359503.022 174416.385, 359500 174415, 359498.72 174414.431, 359495.587 174413.04, 359495.088 174412.817, 359492.645 174411.731, 359489.259 174410.226, 359488.088 174409.706, 359483.946 174407.865, 359482.989 174407.44, 359482.818 174407.364, 359482.558 174407.248, 359482 174407, 359479.205 174405.757, 359478.79 174405.573, 359476.762 174404.672, 359476.646 174404.62, 359476.308 174404.47, 359475.237 174403.994, 359473.153 174403.068, 359473 174403, 359469.571 174401.807, 359465.805 174400.497, 359465.529 174400.401, 359464.485 174400.038, 359461.365 174398.953, 359458.853 174398.079, 359457.446 174397.589, 359452.688 174395.935, 359451.869 174395.65, 359450 174395, 359447.131 174393.993, 359446.296 174393.7, 359440.641 174391.716, 359438.845 174391.086, 359422.906 174385.493, 359416.734 174383.328, 359409.702 174380.861, 359403.849 174378.806, 359403.44 174378.663, 359400.695 174377.701, 359393 174375, 359390.189 174373.978, 359386.263 174372.55, 359377.202 174369.256, 359374.731 174368.357, 359368.031 174365.921, 359367.427 174365.701, 359356.213 174361.623, 359342.799 174356.745, 359341.319 174356.207, 359337.493 174354.815, 359337.15 174354.691, 359333.015 174353.187, 359331.116 174357.716, 359331.522 174358.034, 359332.273 174364.44, 359332.775 174368.714, 359333.128 174371.715, 359328.847 174377.117, 359324.312 174382.841, 359326.854 174391.312, 359331.195 174395.311, 359332.139 174395.964, 359332.693 174396.347, 359333.752 174396.777, 359334.427 174397.05, 359335.16 174397.87, 359336.043 174398.481, 359336.881 174399.06, 359342.002 174405.215, 359342.961 174405.825, 359344.503 174406.805, 359344.901 174407.058, 359346.002 174408.317, 359348.69 174409.878, 359349.287 174410.431, 359349.47 174410.601, 359351.36 174412.351, 359352.093 174413.03, 359352.618 174413.515, 359355.859 174418.286, 359355.894 174418.337, 359357.024 174420.845, 359357.397 174421.673, 359358.225 174422.086, 359362.057 174425.055, 359364.122 174425.755, 359364.214 174425.786, 359364.416 174425.854, 359364.502 174425.901, 359365.071 174426.352, 359370.113 174430.35, 359370.852 174430.936, 359373.042 174433.334, 359374.067 174433.785, 359374.787 174434.102, 359379.211 174437.212, 359379.456 174437.384, 359384.142 174442.278, 359385.035 174443.21, 359387.473 174447.031, 359387.868 174447.651, 359388.081 174448.095, 359391.891 174450.513, 359392.658 174451.001, 359393.379 174451.621, 359393.979 174452.138, 359397.736 174456.827, 359399.919 174459.551, 359400.593 174460.678, 359402.375 174463.659, 359403.24 174465.107, 359404.064 174466.972, 359391.542 174478.107, 359388.526 174480.789, 359383.373 174485.372, 359383.172 174485.55, 359381.488 174485.155, 359360.384 174500.184, 359360.321 174501.55, 359360.282 174502.499, 359359.579 174519.322, 359357.299 174532.299, 359357.11 174533.377, 359356.879 174534.266, 359356.263 174536.097, 359356.322 174536.43, 359356.738 174540.536, 359349.095 174547.374, 359340.507 174555.06, 359336.377 174558.756, 359335.9 174559.182, 359338.53 174565.837, 359343.092 174574.529, 359350.142 174582.871, 359354.793 174586.887, 359359.49 174589.51, 359360.388 174590.012, 359361.384 174590.169, 359365.14 174591.403, 359367.542 174592.192, 359367.687 174592.24, 359374.469 174596.241, 359374.913 174596.503, 359377.699 174600.185, 359382.889 174603.031, 359384.134 174603.252, 359385.214 174603.444, 359396.191 174608.446, 359397.334 174608.417, 359404.524 174608.231, 359416.328 174606.204, 359428.534 174612.154, 359428.881 174612.767, 359431.786 174616.645, 359434.608 174620.41, 359443.585 174627.915, 359453.932 174634.486, 359455.238 174634.886, 359455.974 174635.112, 359461.906 174645.688, 359466.253 174651.012, 359473.778 174658.318, 359473.915 174658.451, 359478.384 174661.42, 359487.4 174665.823, 359480.908 174671.573, 359448.521 174700.258, 359448.283 174700.469, 359453.545 174707.754, 359456.52 174711.874, 359462.534 174720.201, 359466 174725, 359468.529 174728.793, 359469.443 174730.165, 359473.535 174733.464, 359473.746 174733.635, 359475.232 174739.025, 359475.305 174739.288, 359477 174742, 359476.504 174743.632, 359476.77 174744.6, 359476.816 174744.766, 359477.169 174744.857, 359480.996 174745.847, 359494.83 174757.605, 359500 174762, 359503.112 174764.457, 359510.71 174770.456, 359518.267 174776.421, 359519 174777, 359526.208 174781.805, 359528 174783, 359534.143 174786.413, 359537 174788, 359542 174782, 359548 174778, 359552.9 174776.367, 359553.793 174776.069, 359554 174776, 359563 174774, 359577 174774, 359582 174775, 359587 174777, 359590.273 174779.727, 359593 174782, 359616.857 174796.712, 359620.784 174799.133, 359622.911 174800.444, 359632.58 174806.408))",23.53,4686.375,639572.775,63.47,4622.905,0.018284921714544825
12194,E01014489,Bristol 023D,0,17,0.0,33.02,35.292,7881,2559,0.062524424,0.133255178,0.804220399,160.000001016,2058.000001041,341.000000502,17.18,148.9522700814901,0.0,0.012903477921063,11.0,392.0,338.0,241.0,148.0,0.0,0.008264462809917,0.0,0.0,0.371900826446281,0.0,0.603305785123967,0.016528925619835,1210.0,0.182,1273,3364936.107,2643.311946,1953.1,0.60756205,0.096456692913386,0.512464046021093,0.270931326434619,E02003034,78,1,1927.177966,"POLYGON ((359120.567 174097.45, 359120.348 174098.497, 359119.594 174102.109, 359118.425 174107.094, 359118.29 174107.669, 359117.749 174109.974, 359116.871 174113.72, 359113.219 174129.297, 359111.726 174135.084, 359109.593 174143.334, 359109.499 174143.701, 359109.038 174145.228, 359107.393 174150.656, 359104.864 174159, 359104.594 174159.891, 359103.593 174163.134, 359103.051 174164.89, 359102.969 174165.155, 359100.702 174172.5, 359099.406 174176.703, 359097.437 174182.196, 359097.159 174182.971, 359096.898 174183.699, 359095.989 174186.234, 359095.921 174186.423, 359091.344 174199.191, 359089.511 174204.303, 359086.605 174212.408, 359085.615 174215.17, 359085.44 174215.658, 359081.763 174225.916, 359075.312 174243.906, 359074.5 174246.5, 359072.112 174254.582, 359071.133 174257.895, 359067.853 174268.994, 359067.233 174271.095, 359064.766 174279.441, 359063.687 174283.094, 359059.692 174295.033, 359052.777 174315.694, 359050.5 174322.499, 359050.182 174323.546, 359049.443 174325.981, 359048.146 174330.254, 359046.919 174334.297, 359043.031 174347.103, 359042.282 174349.571, 359041.637 174351.693, 359038.929 174360.612, 359038.821 174360.969, 359035.207 174372.874, 359030.626 174387.964, 359028.783 174394.031, 359028.696 174394.319, 359028.304 174395.611, 359029.41 174396.3, 359037.55 174401.375, 359045.738 174406.462, 359108.29 174445.556, 359114.465 174441.481, 359118.608 174442.881, 359149 174453.148, 359159.415 174456.666, 359160.551 174457.05, 359161.04 174457.215, 359164.328 174458.326, 359175.643 174462.148, 359181.209 174464.028, 359193.155 174468.064, 359194.033 174466.834, 359219.695 174430.918, 359228.929 174430.374, 359230.621 174430.514, 359240.041 174431.673, 359253.088 174434.59, 359253.239 174434.634, 359259.198 174437.282, 359267.098 174443.735, 359272.052 174447.782, 359274.956 174451.031, 359279.598 174451.99, 359285.614 174457.517, 359265.705 174474.627, 359237.333 174499.009, 359237.333 174502.773, 359237.333 174504.495, 359237.333 174509.271, 359239.493 174512.513, 359240.336 174513.777, 359246.28 174522.693, 359251.017 174529.798, 359257.003 174530.653, 359257.113 174531.753, 359257.795 174538.567, 359258.048 174541.094, 359258.071 174541.325, 359262.9 174541.7, 359273.213 174543.311, 359274.246 174543.472, 359285.194 174545.182, 359296.114 174546.887, 359305.8 174548.4, 359333.1 174557.4, 359336.377 174558.756, 359340.507 174555.06, 359349.095 174547.374, 359356.738 174540.536, 359356.322 174536.43, 359356.263 174536.097, 359356.879 174534.266, 359357.11 174533.377, 359357.299 174532.299, 359359.579 174519.322, 359360.282 174502.499, 359360.321 174501.55, 359360.384 174500.184, 359381.488 174485.155, 359383.172 174485.55, 359383.373 174485.372, 359388.526 174480.789, 359391.542 174478.107, 359404.064 174466.972, 359403.24 174465.107, 359402.375 174463.659, 359400.593 174460.678, 359399.919 174459.551, 359397.736 174456.827, 359393.979 174452.138, 359393.379 174451.621, 359392.658 174451.001, 359391.891 174450.513, 359388.081 174448.095, 359387.868 174447.651, 359387.473 174447.031, 359385.035 174443.21, 359384.142 174442.278, 359379.456 174437.384, 359379.211 174437.212, 359374.787 174434.102, 359374.067 174433.785, 359373.042 174433.334, 359370.852 174430.936, 359370.113 174430.35, 359365.071 174426.352, 359364.502 174425.901, 359364.416 174425.854, 359364.214 174425.786, 359364.122 174425.755, 359362.057 174425.055, 359358.225 174422.086, 359357.397 174421.673, 359357.024 174420.845, 359355.894 174418.337, 359355.859 174418.286, 359352.618 174413.515, 359352.093 174413.03, 359351.36 174412.351, 359349.47 174410.601, 359349.287 174410.431, 359348.69 174409.878, 359346.002 174408.317, 359344.901 174407.058, 359344.503 174406.805, 359342.961 174405.825, 359342.002 174405.215, 359336.881 174399.06, 359336.043 174398.481, 359335.16 174397.87, 359334.427 174397.05, 359333.752 174396.777, 359332.693 174396.347, 359332.139 174395.964, 359331.195 174395.311, 359326.854 174391.312, 359324.312 174382.841, 359328.847 174377.117, 359333.128 174371.715, 359332.775 174368.714, 359332.273 174364.44, 359331.522 174358.034, 359331.116 174357.716, 359333.015 174353.187, 359337.15 174354.691, 359337.493 174354.815, 359341.319 174356.207, 359342.799 174356.745, 359356.213 174361.623, 359367.427 174365.701, 359368.031 174365.921, 359374.731 174368.357, 359377.202 174369.256, 359386.263 174372.55, 359390.189 174373.978, 359393 174375, 359400.695 174377.701, 359403.44 174378.663, 359403.849 174378.806, 359409.702 174380.861, 359416.734 174383.328, 359422.906 174385.493, 359438.845 174391.086, 359440.641 174391.716, 359446.296 174393.7, 359447.131 174393.993, 359450 174395, 359451.869 174395.65, 359452.688 174395.935, 359457.446 174397.589, 359458.853 174398.079, 359461.365 174398.953, 359464.485 174400.038, 359465.529 174400.401, 359465.805 174400.497, 359469.571 174401.807, 359473 174403, 359473.153 174403.068, 359475.237 174403.994, 359476.308 174404.47, 359476.646 174404.62, 359476.762 174404.672, 359478.79 174405.573, 359479.205 174405.757, 359482 174407, 359482.558 174407.248, 359482.818 174407.364, 359482.989 174407.44, 359483.946 174407.865, 359488.088 174409.706, 359489.259 174410.226, 359492.645 174411.731, 359495.088 174412.817, 359495.587 174413.04, 359498.72 174414.431, 359500 174415, 359503.022 174416.385, 359504.952 174417.27, 359507.526 174418.45, 359510.984 174420.035, 359517.637 174423.084, 359521.294 174424.76, 359522.139 174425.668, 359523.159 174425.801, 359523.268 174425.665, 359523.728 174425.875, 359524 174426, 359524.057 174425.918, 359536.769 174407.758, 359538 174406, 359552 174388, 359552.938 174388.625, 359566.515 174397.677, 359571.071 174400.714, 359572.729 174401.819, 359576.849 174404.566, 359579 174406, 359589.402 174413.891, 359590.176 174414.478, 359604.571 174425.398, 359605.051 174425.762, 359608 174428, 359626 174401, 359628.089 174397.518, 359611.263 174394.698, 359600.094 174392.826, 359598.257 174390.246, 359596.192 174387.346, 359596.067 174387.234, 359593.855 174385.254, 359586.545 174378.711, 359585.906 174378.139, 359585.071 174369.448, 359587.51 174367.102, 359592.476 174362.895, 359598.059 174358.167, 359604.409 174353.865, 359610.582 174349.682, 359611.752 174349.78, 359613.201 174349.9, 359613.434 174349.921, 359620.098 174350.527, 359620.392 174350.554, 359625.32 174352.592, 359626.401 174353.039, 359629.251 174350.11, 359629.374 174349.858, 359631.512 174345.479, 359631.575 174344.929, 359631.653 174344.25, 359631.9 174342.2, 359632 174341.125, 359632.04 174340.691, 359630.445 174331.556, 359630.381 174331.192, 359631.141 174330.91, 359632.855 174330.274, 359632.985 174330.098, 359633.206 174329.799, 359639.369 174321.445, 359639.482 174321.292, 359641.028 174316.544, 359641.038 174316.313, 359641.28 174310.614, 359641.433 174307, 359640.491 174304.547, 359637.819 174297.587, 359634.394 174288.664, 359633.886 174288.56, 359631.822 174288.137, 359629.003 174286.99, 359626.343 174285.908, 359624.235 174284.83, 359623.634 174284.522, 359622.986 174282.311, 359622.385 174278.844, 359621.264 174272.372, 359620.991 174268.967, 359621.02 174267.58, 359621.625 174262.623, 359622.089 174260.653, 359623.634 174254.098, 359616.407 174249.915, 359614.583 174248.859, 359606.445 174244.147, 359601.138 174242.992, 359596.384 174243.447, 359594.438 174244.063, 359584.695 174247.147, 359584.172 174245.38, 359585.952 174238.971, 359594 174210, 359592.618 174207.237, 359591.999 174206, 359591.444 174204.333, 359591.252 174204.276, 359591.326 174203.978, 359591 174203, 359588.711 174203, 359587 174203, 359581.237 174201.67, 359574 174199.999, 359573.8 174199.7, 359571 174199, 359569.733 174200.267, 359565.333 174200.542, 359558.001 174201, 359551.76 174200.251, 359546.494 174199.619, 359533 174198, 359532.87 174197.983, 359528.904 174197.454, 359518.296 174196.04, 359518.111 174196.041, 359510.788 174196.067, 359509.912 174196, 359500 174196, 359476.156 174196, 359475.526 174196.197, 359460.217 174196.253, 359453.401 174196.278, 359452.942 174197.826, 359450.766 174196.935, 359448.482 174196, 359427 174196, 359424.071 174195.905, 359365 174194, 359363 174194, 359359 174192, 359344.907 174184.484, 359343.999 174184, 359347.295 174179.98, 359352.682 174173.407, 359353.008 174171.722, 359353.023 174171.648, 359356.639 174166.735, 359343.856 174157.167, 359336.223 174151.453, 359338.416 174148.575, 359337.929 174147.819, 359325.017 174146.893, 359317.97 174139.155, 359314.374 174130.83, 359304.687 174134.902, 359297.788 174129.347, 359294.829 174126.795, 359289.9 174119.127, 359288.852 174117.497, 359287.825 174108.002, 359287.277 174106.6, 359286.872 174104.855, 359288.062 174102.592, 359288.105 174102.51, 359290.005 174099.806, 359289.855 174098.929, 359288.255 174094.898, 359287.161 174089.809, 359286.719 174083.339, 359287.028 174081.419, 359287.286 174079.821, 359287.525 174078.333, 359290.822 174072.04, 359293.39 174069.65, 359303.07 174064.552, 359302.401 174063.116, 359301.222 174060.582, 359303.557 174048.585, 359305.47 174045.573, 359316.385 174037.183, 359314.424 174033.787, 359311.419 174030.438, 359296.743 174020.137, 359295.931 174019.567, 359297.173 174014.188, 359299.051 174006.045, 359275.627 173999.669, 359267.544 173999.336, 359267.394 173999.378, 359267.733 174006.498, 359266.568 174012.259, 359264.898 174015.685, 359260.58 174020.07, 359257.35 174021.971, 359252.862 174024.637, 359253.159 174026.054, 359253.418 174027.288, 359248.529 174038.371, 359243.73 174043.17, 359236.239 174047.163, 359229.378 174049.301, 359225.478 174050.032, 359213.881 174053.668, 359208.96 174055.692, 359205.933 174055.755, 359203.827 174055.799, 359202.611 174055.825, 359199.523 174056.069, 359194.068 174056.044, 359194.016 174056.044, 359192.534 174053.185, 359154.484 174032.739, 359154.586 174032.289, 359164.011 173990.793, 359164.498 173990.025, 359171.758 173982.696, 359166.907 173968.176, 359165.853 173965.021, 359124.001 173971, 359119 173972, 359114.903 173942.734, 359114.777 173942.752, 359113.229 173942.975, 359115.355 173955.653, 359116.08 173959.974, 359117.175 173966.5, 359119.406 173979.797, 359119.8 173984.025, 359120.364 173989.821, 359120.773 173994.093, 359121.029 173996.771, 359121.204 173998.616, 359121.832 174005.174, 359122.312 174010.203, 359123.395 174018.741, 359123.69 174021.077, 359123.985 174023.409, 359125.382 174034.424, 359125.401 174034.568, 359125.821 174037.876, 359125.866 174038.238, 359125.873 174038.299, 359126 174039.309, 359125.452 174058.196, 359125.376 174060.79, 359125.312 174063, 359124.514 174069.945, 359123.61 174077.81, 359122.975 174083.333, 359122.312 174089.094, 359120.567 174097.45))",49.04,4455.75,609402.96,6.63,4449.12,0.0074106491611962075
